Size 192,2
-8.940976658682231102e-05,1.238569901770872601e-05
-8.974929752763844239e-05,1.156589132633083981e-05
-8.974936973771949667e-05,7.701584555360645526e-06
-8.940984687327021110e-05,6.881767249361869423e-06
-8.859004617440233186e-05,1.272529504411681788e-05
-8.705292591364881868e-05,9.633732726874205026e-06
-8.859013249526311018e-05,6.542164120593340745e-06
-8.281857315237513501e-05,1.272650834345886265e-05
-8.281862047595246995e-05,6.540633264630275594e-06
-7.963053525848362189e-05,9.633327712791547520e-06
-7.704111914616953007e-05,1.273069113103528067e-05
-7.704139700716695156e-05,6.535655915758978173e-06
-7.414884844253860619e-05,9.632796003860475702e-06
-7.125209638315051284e-05,1.273589546009315451e-05
-7.125270874166916867e-05,6.528893865173003466e-06
-6.835340956507326331e-05,9.631882674134253550e-06
-6.545139439431491631e-05,1.273853449484665101e-05
-6.545233866029569853e-05,6.524148590016856173e-06
-6.254889195200978125e-05,9.630854685179803315e-06
-5.964695811556884169e-05,1.273498956635273808e-05
-5.964746485387197522e-05,6.525051841954643091e-06
-5.674663294190617760e-05,9.629546985964655708e-06
-5.385325479094946167e-05,1.272174781194091342e-05
-5.385321304435317628e-05,6.535625558400298784e-06
-5.096457673480348486e-05,9.628178331536496959e-06
-4.809147258081698562e-05,1.269539891362438717e-05
-4.809124323876746347e-05,6.559763320366463931e-06
-4.522770201256490652e-05,9.627013122390802645e-06
-4.239041332793098288e-05,1.265233151988770203e-05
-4.239007164322712324e-05,6.600706639467061816e-06
-3.956823954151001825e-05,9.625892770164880317e-06
-3.678478503582286601e-05,1.259011923195508888e-05
-3.678447317069424833e-05,6.660483157458976455e-06
-3.402255831106685993e-05,9.624704661102949455e-06
-3.131069141712289306e-05,1.250846760141464155e-05
-3.131011888287475969e-05,6.740118206623611315e-06
-2.873296536952480983e-05,9.622961169525906752e-06
-2.621347832348873216e-05,1.241088904185394770e-05
-2.621250099485272265e-05,6.839121838572213216e-06
-2.434043899075744578e-05,9.834576926163530916e-06
-2.248598076885543134e-05,1.231932416325389773e-05
-2.248316614210908466e-05,6.931802961016172724e-06
-1.986022912276290690e-05,1.224007664554696455e-05
-2.034864610437076563e-05,1.052417864790753070e-05
-1.985619192759707668e-05,6.990695467243473279e-06
-1.799537377730551013e-05,7.053158091613656939e-06
2.712799899816195704e-06,1.065109614243971339e-07
2.766326351281692315e-06,-2.214558386210669727e-08
2.766043470342900747e-06,-5.016424316628271716e-07
2.712774359553164549e-06,-6.286610975226120507e-07
-1.798950164724118589e-05,1.218480102660502538e-05
-1.634011252959950247e-05,1.204089866061093945e-05
-1.759816494627586256e-05,8.981167782736971074e-06
-1.632278767128856600e-05,6.973964876622536731e-06
2.584704274467762559e-06,1.596591532216241718e-07
2.455551388045550991e-06,-3.663331620765958204e-07
2.585670277551818398e-06,-6.818041180192948676e-07
-1.580268173108189393e-05,1.046981051246321704e-05
-1.474095648522943369e-05,1.170193047149402840e-05
-1.322560480849399864e-05,1.120702465857747477e-05
